"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Arcadia, California, United States","275412188565",,"12000","US $12,000.00","unfinishedwor",,"","2020 Panini Select Trevor Lawrence XRC Tie-Dye Prizm Rookie RC Auto /25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275412188565",,,"Ships from United States","19 watchers",
,,,,,"Santa Ana, California, United States","255218894965",,"11999.99","US $11,999.99","jrob6622",,"","2002-03 PANINI SPORTS MEGA CRAQUES CRISTIANO RONALDO #137 EX PSA 5 HOLY GRAIL","Sports Trading Card",,"https://www.ebay.com/itm/255218894965",,,"Ships from United States","25 watchers",
,,,,,"Morton Grove, Illinois, United States","333886663742",,"12060","US $12,060.00","schwartzsportsmemorabilia",,"","Nolan Ryan / Jerry Koosman 1968 Topps Baseball #177 RC Rookie Card -PSA 9 OC (F)",,"N/A","https://www.ebay.com/itm/333886663742",,,"Ships from United States","75 watchers",
,,,,,"Clarks Summit, Pennsylvania, United States","304164853857",,"11900","US $11,900.00","d-tailed",,"","1963 Topps Mickey Mantle #200 PSA 8 Graded Baseball Card","Sports Trading Card",,"https://www.ebay.com/itm/304164853857",,,"Ships from United States","18 watchers",
,,,,,"Fairfield/Liverpool, NSW, Australia","372070704908",,"17999.95","AU $17,999.95","8088edge",,"","2006 PORTRAITS 8x10 AUTO:LeBRON JAMES/DWIGHT HOWARD/CHRIS PAUL /10 AUTOGRAPH BGS","Sports Trading Card",,"https://www.ebay.com/itm/372070704908",,,"16 watchers",,
,,,,,"Beverly Hills, California, United States","264608963508",,"12000","US $12,000.00","mrxdoe",,"","2019-20 Panini Prizm Zion Williamson RC Fanatics Green Ice BGS 9.5 True Gem Mint","Sports Trading Card","Does not apply","https://www.ebay.com/itm/264608963508",,,"Ships from United States","14 watchers",
,,,,,"Morton Grove, Illinois, United States","334212886445",,"12060","US $12,060.00","schwartzsportsmemorabilia",,"","Larry Bird Magic Johnson Julius Erving 1980 Topps Scoring Leader Card (PSA 7)(D)",,"N/A","https://www.ebay.com/itm/334212886445",,,,,
"1","1 lot available (2 items per lot)",,,,"Covington, Louisiana, United States","295229702918",,"11994.95","US $11,994.95","blackenedgolds",,"","1994 SP Base RED & SILVER Holofoil Insert #MJ1 Michael Jordan RETURNS #45 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/295229702918",,,"Ships from United States",,
,,,,,"Scottsdale, Arizona, United States","385066974168",,"12100","US $12,100.00","tonyetrade",,"","1909 E95 Philadelphia Caramel Ty Cobb - SGC 40",,,"https://www.ebay.com/itm/385066974168",,,"Returns accepted","Ships from United States","9 watchers"
,,,,,"Tracy, California, United States","313978687388",,"11999.99","US $11,999.99","redngoldsports",,"","STEPHEN CURRY 2012-13 IMMACULATE PATCH RED ON CARD AUTO #/25 BGS 9.5/10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/313978687388",,,"Ships from United States","20 watchers",
,,,,,"Fairfield, Texas, United States","275467774180",,"12000","US $12,000.00","johnsonsports",,"","2003 TOPPS CHROME BLACK REFRACTOR SET BGS 9 CARMELO KOBE BOSH 8.5 WADE NO LEBRON","Sports Trading Card",,"https://www.ebay.com/itm/275467774180",,,"Ships from United States","12 watchers",
,,,,,"Salem, Oregon, United States","333960489620",,"12000","US $12,000.00","farrellstuff",,"","1997 Bowman's Best Atomic Refractor #96 Michael Jordan PSA 10 high end POP 22","Sports Trading Card",,"https://www.ebay.com/itm/333960489620",,,"Ships from United States","24 watchers",
,,,,,"Flint, Michigan, United States","254724991986",,"12000","US $12,000.00","tywagner1223",,"","1929-30 Yellow EXHIBIT Babe Ruth / Durocher / Lou Gehrig (4 on 1) PSA VG/EX 4","Sports Trading Card",,"https://www.ebay.com/itm/254724991986",,,"Ships from United States","25 watchers",
,,,,,"Tatamagouche, Nova Scotia, Canada","234790315550",,"12000","US $12,000.00","every-brilliant-thing",,"","Nathan MacKinnon 1 of 1 Prizm Rookie AUTOGRAPH BGS 9 AUTO 10 - HOT ITEM !!",,,"https://www.ebay.com/itm/234790315550",,,"8 watchers",,
,,,,,"Wan Chai, Hong Kong","144739087393",,"11999.99","US $11,999.99","reject_him",,"","Erling Haaland RC 2019-20 Topps Chrome UEFA Blue Wave Refractor 45/75 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/144739087393",,,"Returns accepted",,
,,,,,"Commerce City, Colorado, United States","203833934083",,"12000","US $12,000.00","r35pect14",,"","2000 BOWMAN CHROME TOM BRADY ROOKIE RC CARD #236 BGS 9.5 GEM MINT RARE 🔥📈","Sports Trading Card",,"https://www.ebay.com/itm/203833934083",,,,,
,,,,,"Staten Island, New York, United States","165639835201",,"12000","US $12,000.00","jaso_barat",,"","2006 National Treasures Tom Brady Prime Laundry Tag Patch.   NFL Shield !!","Sports Trading Card",,"https://www.ebay.com/itm/165639835201",,,"Ships from United States","16 watchers",
,,,,,"Miami, Florida, United States","154200212801",,"12000","US $12,000.00","dannyscardscollectibles",,"","2018 Panini Prizm World Cup Signatures Neymar Jr Pristine Gem Mint 10 Pop 1",,,"https://www.ebay.com/itm/154200212801",,,"Ships from United States","9 watchers",
,,,,,"Irvine, California, United States","295083432755",,"12000","US $12,000.00","2jz_cards",,"","1959 Topps Mickey Mantle #564 All Star PSA/DNA Auto Signed  Baseball Card Pop 5","Sports Trading Card",,"https://www.ebay.com/itm/295083432755",,,"Ships from United States",,
,,,,,"Henderson, Nevada, United States","354098996616",,"12000","US $12,000.00","aokiscardhouse",,"","Rafael Nadal 2005 Ace Authentic #SM-5 Signature Moments Auto /50  PSA 9 POP 1!","Sports Trading Card",,"https://www.ebay.com/itm/354098996616",,,"Ships from United States","17 watchers",
,,,,,"Frisco, Texas, United States","194059980428",,"12000","US $12,000.00","tonytdds",,"","2020 Optic Purple Stars #151 Joe Burrow FOTL RC /50 BGS 9.5/10 AUTO RARE??","Sports Trading Card",,"https://www.ebay.com/itm/194059980428",,,"Ships from United States","13 watchers",
,,,,,"Fort Walton Beach, Florida, United States","144212920221",,"12000","US $12,000.00","dobermanboy30",,"","POP1 DREW BREES 2001 Fleer Premium RC Revolution Auto 13/50 BGS 9.5 10 QUAD 9.5s","Sports Trading Card",,"https://www.ebay.com/itm/144212920221",,,"Ships from United States","5 watchers",
,,,,,"Lewiston, Maine, United States","394350617930",,"12000","US $12,000.00","dabr189",,"","Massive Sport Card/Jersey/Auto And memorabilia Collection!!!!","Sports Trading Card",,"https://www.ebay.com/itm/394350617930",,,"Ships from United States",,
,,,,,"Hightstown, New Jersey, United States","224445220951",,"12000","US $12,000.00","mgeissel",,"","Derek Jeter Rookie Card PSA 10 Signed 1992 Classic Four Sport Auto","Sports Trading Card",,"https://www.ebay.com/itm/224445220951",,,"Ships from United States","16 watchers",
,,,,,"Shawnee, Kansas, United States","225233360715",,"12000","US $12,000.00","gcardsllc",,"","2008 Finest Moments Tom Brady Randy Moss Dual Auto 23/23! PSA 8 NM-MT Record #","Sports Trading Card",,"https://www.ebay.com/itm/225233360715",,,"Ships from United States","10 watchers",
,,,,,"TAIPEI, Taiwan","194794703758",,"12000","US $12,000.00","weiwei959",,"","2018 Panini KABOOM! #K-LMS Lionel Messi FC Barcelona Soccer psa 10 łów pop 26",,,"https://www.ebay.com/itm/194794703758",,,"Returns accepted","12 watchers",
,,,,,"Alicante, Spain","203873408391",,"12000","US $12,000.00","lococolina73",,"","Drazen Petrovic Rookie 1985 Merchante #169 Card PSA 8 HIGHEST GRADED EVER 1/1",,,"https://www.ebay.com/itm/203873408391",,,"8 watchers",,
,,,,,"Portsmouth, New Hampshire, United States","175483590165",,"11999.99","US $11,999.99","mc_sportscards",,"","STEPHEN STEPH CURRY PSA 8 2020 IMMACULATE PREMIUM PATCH AUTO RED 4/5 WARRIORS",,,"https://www.ebay.com/itm/175483590165",,,"Ships from United States","21 watchers",
,,,,,"Shanghai, China","115589322934",,"11999.99","US $11,999.99","wangncaa",,"","2003 SP Authentic Lebron James Rc Rookie Game Used 3Color Patch /50 BGS9!","Sports Trading Card","Does not apply","https://www.ebay.com/itm/115589322934",,,"10 watchers",,
,,,,,"Honolulu, Hawaii, United States","304585124279",,"11999.99","US $11,999.99","furuwaka59",,"","BGS 8.5 2004-05 SP Signature Lebron James On Card Auto ""BRON"" Inscription 2/100","Sports Trading Card",,"https://www.ebay.com/itm/304585124279",,,"Returns accepted","Ships from United States",
,,,,,"Dayton, Ohio, United States","265113950184",,"12000","US $12,000.00","bomamba1973",,"","Wilt Chamberlain 1961 Fleer Rookie #8, PSA 5 Excellent - Sharp Card","Sports Trading Card",,"https://www.ebay.com/itm/265113950184",,,"Ships from United States","15 watchers",
,,,,,"Dover, New Hampshire, United States","165248387068",,"11999.99","US $11,999.99","mbdg29",,"","2015 UPPER DECK ICE PREMIERES RETRO CONNOR MCDAVID RC /149 BGS 9.5 HIGH SUBS",,,"https://www.ebay.com/itm/165248387068",,,"Ships from United States","7 watchers",
,,,,,"Portsmouth, New Hampshire, United States","185598280292",,"11999.99","US $11,999.99","mc_sportscards",,"","TOM BRADY JOE MONTANA TERRY BRADSHAW BGS 9 2007 TOPPS COSIGNERS TRIPLE AUTO 6/20",,,"https://www.ebay.com/itm/185598280292",,,"10 watchers",,
,,,,,"Waxhaw, North Carolina, United States","325152682049",,"11999.99","US $11,999.99","unrivaledsportscards",,"","2013 Panini Prizm Giannis Antetokounmpo Rookie Auto PSA 10 Gem Mint SP Bucks","Sports Trading Card",,"https://www.ebay.com/itm/325152682049",,,"Ships from United States","29 watchers",
,,,,,"Nyack, New York, United States","175417640561",,"11999.99","US $11,999.99","cugieni",,"","2018 Panini Prizm Luka Doncic Purple RC /75 Bgs 9 Rookie Mavs 18-19","Sports Trading Card",,"https://www.ebay.com/itm/175417640561",,,"Ships from United States","14 watchers",
,,,,,"Eielson AFB, Alaska, United States","374396954023",,"12000","US $12,000.00","jlscards",,"","Very Rare 1909-11 T206 Fred Tenney Sweet Caporal 350 New York SGC 7 NM Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/374396954023",,,"Ships from United States",,
,,,,,"Libertyville, Illinois, United States","195497852114",,"11999","US $11,999.00","pmo8844",,"","Michael Jordan - 2003 Ultimate Collection Signatures Auto PSA 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/195497852114",,,"Ships from United States","21 watchers",
,,,,,"Sumida, Tokyo, Japan","195403379169",,"12000","US $12,000.00","momosportscards",,"","2020-21 Prizm LaMelo Ball Choice Tiger Stripe Prizm SP Rookie RC #278 PSA9",,,"https://www.ebay.com/itm/195403379169",,,,,
,,,,,"Oakville, Ontario, Canada","334437592205",,"11999.99","US $11,999.99","j.hollands",,"","JUAN SOTO 2018 Topps Chrome Update Refractor 168/250 RC BGS 10 Pristine HMT55","Sports Trading Card",,"https://www.ebay.com/itm/334437592205",,,,,
,,,,,"Kyeong-gi, South Korea, Korea, South","185690900529",,"11999","US $11,999.00","mapisportscards",,"","2020 TOPPS CHROME BVB GOLD JUDE BELLINGHAM /10 RC PSA 8 LOW POP 1 HIGHER  MP",,"Does not apply","https://www.ebay.com/itm/185690900529",,,,,
,,,,,"West Richland, Washington, United States","334297797382",,"12000","US $12,000.00","frankmcdee",,"","2017 SELECT PATRICK MAHOMES ROOKIE AUTO JERSEY RPA PRIZM RC /99 MINT PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/334297797382",,,"Ships from United States","30 watchers",
,,,,,"Signal Hill, California, United States","174633075665",,"11999.99","US $11,999.99","ryu-collectibles",,"","2019-20 Kobe Bryant FOTL Gold Shimmer Auto #d 4/10 SSP Prizm Holo Lakers","Sports Trading Card",,"https://www.ebay.com/itm/174633075665",,,"Ships from United States","23 watchers",
,,,,,"Las Vegas, Nevada, United States","265695253569",,"11999","US $11,999.00","steve.slim",,"","2018 Panini Prizm Lamar Jackson Green Crystals /75 Rc Rookie BGS 10, POP 1!","Sports Trading Card",,"https://www.ebay.com/itm/265695253569",,,"Ships from United States",,
,,,,,"Cypress, California, United States","155278007646",,"12000","US $12,000.00","sports_cards_addict",,"","2003-04 Dwyane Wade Upper Deck Exquisite Noble Nameplates Rookie Jersey Auto /25","Sports Trading Card",,"https://www.ebay.com/itm/155278007646",,,"Ships from United States","5 watchers",
,,,,,"Brandon, Mississippi, United States","295166275167",,"12000","US $12,000.00","gwain977",,"","2018 Panini Prizm Lamar Jackson Silver Prizm Rookie RC PSA 10 Pop24!!","Sports Trading Card",,"https://www.ebay.com/itm/295166275167",,,"Ships from United States","11 watchers",
,,,,,"Portersville, Pennsylvania, United States","325175538537",,"12000","US $12,000.00","mem4uall",,"","1985 Star Crunch 'N' Munch All-Stars - Michael Jordan #4 BGS (9,9,9.5,9)","Sports Trading Card",,"https://www.ebay.com/itm/325175538537",,,"Ships from United States","5 watchers",
,,,,,"Norman, Oklahoma, United States","363715359846",,"12000","US $12,000.00","bramorloc_0",,"","TOM BRADY 2011 Topps Chrome Atomic Refractor /139 PSA 10 Patriots","Sports Trading Card",,"https://www.ebay.com/itm/363715359846",,,"Ships from United States","15 watchers",
,,,,,"JJ Cards Shop, Taiwan","325287452677",,"11999.95","US $11,999.95","jj_cards_shop",,"","🔥 Ja Morant 2019-20 Panini Prizm KEY RC SILVER Prizms BGS 10 PRISTINE ~ POP 30","Sports Trading Card",,"https://www.ebay.com/itm/325287452677",,,"7 watchers",,
,,,,,"Green Bay, Wisconsin, United States","254898170943",,"11999","US $11,999.00","minisnstuff2014",,"","BRETT FAVRE 1991 STADIUM CLUB SUPER BOWL XXVI SP ROOKIE PSA 9 MINT SUPER RARE!!!","Sports Trading Card",,"https://www.ebay.com/itm/254898170943",,,"Ships from United States","9 watchers",
,,,,,"Bangor, Maine, United States","144749005447",,"11995","US $11,995.00","frugalfam5",,"","1933 Goudey #144 Babe Ruth BVG 2 - **VALUE KEEPS INCREASING** Great investment!!","Sports Trading Card",,"https://www.ebay.com/itm/144749005447",,,"Ships from United States",,
,,,,,"Whitehouse Station, New Jersey, United States","234700499501",,"12000","US $12,000.00","bottomdollarboom",,"","2019 Contenders Optic Kyler Murray Gold Rookie Ticket Auto /10 BGS 9.5 Jersey #","Sports Trading Card",,"https://www.ebay.com/itm/234700499501",,,,,
,,,,,"Casselberry, Florida, United States","374272603289",,"12000","US $12,000.00","undervaluedgems",,"","PSA 10 *GEM MINT* SERENA WILLIAMS 2003 NETPRO PREMIER GLOSSY G1 RC!!","Sports Trading Card",,"https://www.ebay.com/itm/374272603289",,,"Ships from United States",,
,,,,,"Fremont, Ohio, United States","255543800555",,"11999.99","US $11,999.99","investment2paradise_lg",,"","04-05 UD HARDCOURT CLEAR MICHAEL JORDAN AUTO SP BGS 9.5/10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/255543800555",,,"Returns accepted","Ships from United States","31 watchers"
,,,,,"Sugar Land, Texas, United States","403649522655",,"12000","US $12,000.00","classiccollectables777",,"","1997 Topps Finest Michael Jordan “Creators” Refractor /1090 #287 Gem Mint PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/403649522655",,,"Ships from United States","6 watchers",
,,,,,"San Clemente, California, United States","115583699277",,"11995","US $11,995.00","perfectgamesports",,"","Klay Thompson 2012 National Treasures 042/199 Rookie Patch Auto GOLD BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/115583699277",,,"Ships from United States","6 watchers",
,,,,,"Feasterville-Trevose, Pennsylvania, United States","313478645081",,"11999.99","US $11,999.99","rayray919",,"","2009 Bowman Sterling Prospects Mike Trout Rookie RC Auto BGS 9.5/10 TRUE GEM","Sports Trading Card",,"https://www.ebay.com/itm/313478645081",,,"Returns accepted","Ships from United States","12 watchers"
,,,,,"Warminster, Pennsylvania, United States","165723418050",,"12000","US $12,000.00","pristinemjsports",,"","2007-08 Lebron James Upper Deck Premier Penmanship Gold Auto /23 BGS 8.5/10 PMJS","Sports Trading Card",,"https://www.ebay.com/itm/165723418050",,,"Ships from United States",,
,,,,,"Arizona, United States","304402648833",,"12000","US $12,000.00","mark0412",,"","Cristiano Ronaldo 2016 Noir Prime /10 Black&White On-Card Auto Jersey Patch","Sports Trading Card",,"https://www.ebay.com/itm/304402648833",,,"Ships from United States","57 watchers",
,,,,,"Houston, Texas, United States","284961164488",,"12000","US $12,000.00","kardlab",,"","2020 Bowman Chrome Jasson Dominguez 1st RC Auto Orange Shimmer #5/25 PSA 9 👽","Sports Trading Card","Does not apply","https://www.ebay.com/itm/284961164488",,,"Ships from United States",,
,,,,,"Sarasota, Florida, United States","334475636958",,"11999.99","US $11,999.99","jerseystore2000",,"","2020 Origins Justin Herbert Passing Stars Auto 03/25 PSA 10 ""Super Chargers""","Sports Trading Card",,"https://www.ebay.com/itm/334475636958",,,"Ships from United States","7 watchers",
,,,,,"Shanghai, China","325190250126",,"11999.99","US $11,999.99","nerognaw",,"","2014 Panini Prizm World Cup LIONEL MESSI PURPLE PRIZMS 45/99 PSA 9 Mint LOW POP","Sports Trading Card",,"https://www.ebay.com/itm/325190250126",,,"53 watchers",,
,,,,,"Riverside, Missouri, United States","194155994629",,"11999","US $11,999.00","tjw5577",,"","2017 Select Field Level Silver PATRICK MAHOMES RC ROOKIE #247 KC Chiefs PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/194155994629",,,"Returns accepted","Ships from United States","10 watchers"
"1","1 lot available (100 items per lot)",,,,"Sunland, California, United States","363728331101",,"12000","US $12,000.00","shopandsaveitems",,"","sports card collections",,,"https://www.ebay.com/itm/363728331101",,,"Ships from United States",,
,,,,,"Saint Paul, Minnesota, United States","185610923164",,"11999.99","US $11,999.99","612sportscards",,"","BGS 9 #18/50 2020 Topps Chrome Sapphire F1 Formula Max Verstappen Gold Refractor",,,"https://www.ebay.com/itm/185610923164",,,"Ships from United States","12 watchers",
,,,,,"Menlo Park, California, United States","394284121556",,"12000","US $12,000.00","ig_veriswap",,"","[Veriswap FT] 2017 Patrick Mahomes National Treasure Rookie Auto Gold /25 BGS 8","Sports Trading Card",,"https://www.ebay.com/itm/394284121556",,,"Ships from United States","7 watchers",
,,,,,"Portsmouth, New Hampshire, United States","175477426641",,"11999.99","US $11,999.99","mc_sportscards",,"","DWYANE WADE BGS 10 PRISTINE 2013-14 PANINI PRIZM #44 TRUE PRIZM GOLD JSY # 3/10",,,"https://www.ebay.com/itm/175477426641",,,"Ships from United States","7 watchers",
,,,,,"Wesley Chapel, Florida, United States","154661322613",,"11999.99","US $11,999.99","breakersrowe",,"","TRAE YOUNG 2018 PANINI PRIZM #78 RC ROOKIE RED PRIZMS SP /299 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/154661322613",,,"8 watchers",,
,,,,,"San Diego, California, United States","234668236628",,"12000","US $12,000.00","realbigsportscards",,"","2022 Bowman Sapphire  James Wood Chrome Orange Auto #2/25 PSA 10 Padres","Sports Trading Card",,"https://www.ebay.com/itm/234668236628",,,"Ships from United States","13 watchers",
,,,,,"Oak Ridge, New Jersey, United States","275571383155",,"12000","US $12,000.00","kriskepplersportscards",,"","1948 Bowman #3 Ralph Kiner PSA 9 Pirates 11141","Sports Trading Card",,"https://www.ebay.com/itm/275571383155",,,"Ships from United States",,
,,,,,"Mattoon, Illinois, United States","174781707352",,"11999.99","US $11,999.99","slabcentral",,"","2012 Bowman Chrome XANDER BOGAERTS Orange Refractor Auto Autograph BGS 9.5 #d/25","Sports Trading Card",,"https://www.ebay.com/itm/174781707352",,,"Ships from United States",,
,,,,,"Woodside, New York, United States","165240955777",,"11999.99","US $11,999.99","mvp_529",,"","2019-20 Select Gold /10 Rj Barrett Rookie Psa 10 Prizm","Sports Trading Card",,"https://www.ebay.com/itm/165240955777",,,"Ships from United States","10 watchers",
,,,,,"Eatontown, New Jersey, United States","394325958228",,"12000","US $12,000.00","robper-8634",,"","GEORGE BUSH 1990 TOPPS #USA1 BGS 4 YALE PRESIDENTIAL BASEBALL (Subs 9.5, 8.5, 9)","Sports Trading Card",,"https://www.ebay.com/itm/394325958228",,,"Ships from United States","18 watchers",
,,,,,"Bakersfield, California, United States","194471347304",,"11999.99","US $11,999.99","jseron",,"","2005 Topps Chrome #190 Aaron Rodgers RC Rookie Black Refractor /100 BGS 8 2 9.5","Sports Trading Card",,"https://www.ebay.com/itm/194471347304",,,"Ships from United States","53 watchers",
,,,,,"Grandview, Washington, United States","134327287539",,"11999.99","US $11,999.99","rolandcampuzan0",,"","2018 Panini Noir Sneaker Spotlight Luka Doncic Rookie Auto /99 BGS 8.5","Sports Trading Card",,"https://www.ebay.com/itm/134327287539",,,"Ships from United States","19 watchers",
,,,,,"Indianapolis, Indiana, United States","154023165907",,"12000","US $12,000.00","kbsothman",,"","Anthony Davis Rookie Auto Pop 1 2012 Panini Signature Film Green 1/5 BGS 10","Sports Trading Card",,"https://www.ebay.com/itm/154023165907",,,"Ships from United States",,
,,,,,"Manila, Philippines","294620022609",,"12000","US $12,000.00","gng_cards",,"","BGS 10 POP 2 Stephen Curry Rookie RC 2009-10 Panini Adrenalyn XL #67","Sports Trading Card",,"https://www.ebay.com/itm/294620022609",,,,,
,,,,,"Tulsa, Oklahoma, United States","154934310166",,"12000","US $12,000.00","brogcryst",,"","PSA 8/10 POP 2 RC AUTO /75 PATRICK MAHOMES II SSP ROOKIE 🚨0 HIGHER 2017 Playoff","Sports Trading Card","Does not apply","https://www.ebay.com/itm/154934310166",,,"Ships from United States","5 watchers",
,,,,,"Reading, Pennsylvania, United States","175033565734",,"11999","US $11,999.00","jagsportcards",,"","2016 Select '17 Prizm XRC Patrick Mahomes II ROOKIE RC #2 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/175033565734",,,"Ships from United States","5 watchers",
,,,,,"Monash, ACT, Australia","194735179154",,"11999","US $11,999.00","ssuteremotecars",,"","2013-14 Stephen Curry Prizm Orange Prizm #176 PSA 9 #43/60","Sports Trading Card",,"https://www.ebay.com/itm/194735179154",,,,,
,,,,,"South El Monte, California, United States","265880097542",,"11999","US $11,999.00","si11yme",,"","Anfernee Simons 2018-19 Panini Prizm Light Blue Shimmer /7 BGS 9.5 w/10 sub","Sports Trading Card",,"https://www.ebay.com/itm/265880097542",,,"Ships from United States",,
,,,,,"Nicholasville, Kentucky, United States","363950912026",,"12000","US $12,000.00","mm-sports-cards",,"","2021 Panini Optic Zach Wilson Blue Cracked Ice Auto PSA 10 Auto 10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/363950912026",,,"Ships from United States","11 watchers",
,,,,,"Miami, Florida, United States","225169485702",,"12000","US $12,000.00","4thqtrgoods",,"","2003-2004 Topps Premier Cristiano Ronaldo Manchester Rookie ERROR RC BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/225169485702",,,"Ships from United States",,
,,,,,"Brielle, New Jersey, United States","353743561973",,"12000","US $12,000.00","nonumbernolan",,"","2008-09 Topps Chrome LeBron James REFRACTOR #23 GEM MINT PSA 10 Chalk Toss","Sports Trading Card",,"https://www.ebay.com/itm/353743561973",,,"11 watchers",,
,,,,,"Princeton, West Virginia, United States","325379109961",,"11999.95","US $11,999.95","kardsharkz",,"","2018 Panini KABOOM! Soccer #KM Kylian Mbappe RC Rookie PSA 10 GEM MINT (POP 45)",,,"https://www.ebay.com/itm/325379109961",,,"Ships from United States","15 watchers",
,,,,,"APO, Armed Forces Europe, The Middle East, & , United States","185417689304",,"12000","US $12,000.00","red7cards",,"","Karim Adeyemi 2020-21 Topps Finest UEFA Red Wave RC Auto /5","Sports Trading Card",,"https://www.ebay.com/itm/185417689304",,,"Ships from United States","7 watchers",
,,,,,"College Point, New York, United States","265647728805",,"12000","US $12,000.00","blingfactory",,"","2020-21 Panini P/L Prizm Heung-Min Son #164 Tiger Stripe Choice PSA10 POP1 Rare!","Sports Trading Card",,"https://www.ebay.com/itm/265647728805",,,"Ships from United States","21 watchers",
"1","1 lot available (2 items per lot)",,,,"Covington, Louisiana, United States","295231824865",,"12001.07","US $12,001.07","blackenedgolds",,"","2001 Fleer Premium Revolution BASE & AUTO #7 Michael Vick RC! PSA 10 GEM 1/1",,,"https://www.ebay.com/itm/295231824865",,,"Ships from United States",,
,,,,,"Grand Prairie, Texas, United States","285044956303",,"12000","US $12,000.00","vertical_07",,"","2021-22 Panini Obsidian Haaland Neon Green Flood Elec Etch 3/3  PSA 10 Pop 1🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/285044956303",,,"Ships from United States",,
,,,,,"Williston, Vermont, United States","275396196874",,"12000","US $12,000.00","quickconsignment_802",,"","SHOHEI OHTANI 2018 TOPPS DYNASTY RC AUTO PATCH RPA /10 BGS 9.5 10 ANGELS","Sports Trading Card",,"https://www.ebay.com/itm/275396196874",,,"Ships from United States","22 watchers",
,,,,,"East Northport, New York, United States","175506929129",,"11999.15","US $11,999.15","bgsgemcards",,"","2017 National Treasures⚡Patrick Mahomes Rookie Auto⚡Gold /25⚡BGS 9 Mint 10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/175506929129",,,"Ships from United States","18 watchers",
,,,,,"Portland, Oregon, United States","185401403925",,"12000","US $12,000.00","youwantitigotit2019",,"","Eduardo Camavinga (PSA 9 / PR ~2) Finest Black Gold Fusion Prized Footballers","Sports Trading Card",,"https://www.ebay.com/itm/185401403925",,,"Ships from United States",,
,,,,,"Bellmawr, New Jersey, United States","154856643133",,"12000","US $12,000.00","miclib-84",,"","2015 Bowman Tom BRADY Rainbow Foil Orange Ice PSA 10 /50 POP 5","Sports Trading Card",,"https://www.ebay.com/itm/154856643133",,,"Ships from United States",,
,,,,,"Chicago, Illinois, United States","195274261996",,"12000","US $12,000.00","cardboardnostalgia1",,"","2003 LeBron James Black Diamond 24 Karat Signatures Auto RC #LJ /100 RC BGS 9.5","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/195274261996",,,"Ships from United States","47 watchers",
,,,,,"East Norwich, New York, United States","154921428284",,"12000","US $12,000.00","pc_sportscards",,"","Deshaun Watson 2017 Panini Contenders 342 Championship Ticket AUTO RC 3/5 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/154921428284",,,"Ships from United States",,
,,,,,"Chicago, Illinois, United States","195280643758",,"12000","US $12,000.00","cardboardnostalgia1",,"","2018 Topps Heritage Real One Autographs Red Ink Juan Soto #ROAJSO 4/69 RC PSA 10","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/195280643758",,,"Ships from United States","9 watchers",
,,,,,"Milwaukee, Wisconsin, United States","224945158815",,"11999.99","US $11,999.99","hinkema88",,"","2017 Panini Playoff Patrick Mahomes On Card Auto PSA 10 JSA 1/1","Sports Trading Card",,"https://www.ebay.com/itm/224945158815",,,"Ships from United States",,
,,,,,"Portland, Oregon, United States","134220018740",,"12000","US $12,000.00","ukdavemac-2",,"","2020 PANINI FLAWLESS COLLEGIATE '19 BLACK TRAE YOUNG PATCH AUTO 1/1 #49 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/134220018740",,,"Ships from United States",,
,,,,,"Manila, Philippines","294218150568",,"12000","US $12,000.00","gng_cards",,"","BGS 10 Double 10/10 Kevin Durant AUTOGRAPH AU AUTO 2012-13 Panini First Prizm #2","Sports Trading Card",,"https://www.ebay.com/itm/294218150568",,,,,
,,,,,"Monash, ACT, Australia","194219069443",,"11999","US $11,999.00","ssuteremotecars",,"","Cristiano Ronaldo 2016 Prizm UEFA Scoring Leaders #10 Gold 2/10 POP2 None Higher","Sports Trading Card",,"https://www.ebay.com/itm/194219069443",,,"42 watchers",,
